marmoset_gene,macaque_gene
ENSCJAG00000018279,ENSMFAG00000000478
ENSCJAG00000011308,ENSMFAG00000002272
ENSCJAG00000020867,ENSMFAG00000050914
ENSCJAG00000040895,ENSMFAG00000029389
ENSCJAG00000040895,ENSMFAG00000048124
ENSCJAG00000020774,ENSMFAG00000044400
ENSCJAG00000021574,ENSMFAG00000043512
ENSCJAG00000013615,ENSMFAG00000036966
ENSCJAG00000026077,ENSMFAG00000016462
ENSCJAG00000068263,ENSMFAG00000001332
ENSCJAG00000011581,ENSMFAG00000041726
ENSCJAG00000006101,ENSMFAG00000045084
ENSCJAG00000058567,ENSMFAG00000057017
ENSCJAG00000013334,ENSMFAG00000043284
ENSCJAG00000001201,ENSMFAG00000046054
ENSCJAG00000075421,ENSMFAG00000052841
ENSCJAG00000014433,ENSMFAG00000033294
ENSCJAG00000004267,ENSMFAG00000020809
ENSCJAG00000013909,ENSMFAG00000042785
ENSCJAG00000073058,ENSMFAG00000014343
ENSCJAG00000015761,ENSMFAG00000000765
ENSCJAG00000045693,ENSMFAG00000042838
ENSCJAG00000070603,ENSMFAG00000052275
ENSCJAG00000070603,ENSMFAG00000055972
ENSCJAG00000070603,ENSMFAG00000048262
ENSCJAG00000070603,ENSMFAG00000058781
ENSCJAG00000070603,ENSMFAG00000049881
ENSCJAG00000070603,ENSMFAG00000064185
ENSCJAG00000070603,ENSMFAG00000055175
ENSCJAG00000070603,ENSMFAG00000054018
ENSCJAG00000070603,ENSMFAG00000061610
ENSCJAG00000011336,ENSMFAG00000042446
ENSCJAG00000014534,ENSMFAG00000033067
ENSCJAG00000011616,ENSMFAG00000032965
ENSCJAG00000078173,ENSMFAG00000042009
ENSCJAG00000040209,ENSMFAG00000039611
ENSCJAG00000045590,ENSMFAG00000008767
ENSCJAG00000070316,ENSMFAG00000047233
ENSCJAG00000070316,ENSMFAG00000052560
ENSCJAG00000070316,ENSMFAG00000016083
ENSCJAG00000070316,ENSMFAG00000057578
ENSCJAG00000070316,ENSMFAG00000047839
ENSCJAG00000020780,ENSMFAG00000044741
ENSCJAG00000081164,ENSMFAG00000056442
ENSCJAG00000081164,ENSMFAG00000059073
ENSCJAG00000014056,ENSMFAG00000037148
ENSCJAG00000011338,ENSMFAG00000046392
ENSCJAG00000011338,ENSMFAG00000035848
ENSCJAG00000029251,ENSMFAG00000011514
ENSCJAG00000053728,ENSMFAG00000032622
ENSCJAG00000005067,ENSMFAG00000045246
ENSCJAG00000013630,ENSMFAG00000039889
ENSCJAG00000045771,ENSMFAG00000040527
ENSCJAG00000006861,ENSMFAG00000035604
ENSCJAG00000011622,ENSMFAG00000000932
ENSCJAG00000011343,ENSMFAG00000004040
ENSCJAG00000068207,ENSMFAG00000059772
ENSCJAG00000070523,ENSMFAG00000048186
ENSCJAG00000037887,ENSMFAG00000044148
ENSCJAG00000072152,ENSMFAG00000053131
ENSCJAG00000018272,ENSMFAG00000050292
ENSCJAG00000013347,ENSMFAG00000001048
ENSCJAG00000085635,ENSMFAG00000050354
ENSCJAG00000029272,ENSMFAG00000017300
ENSCJAG00000013669,ENSMFAG00000046253
ENSCJAG00000012518,ENSMFAG00000056719
ENSCJAG00000068913,ENSMFAG00000047391
ENSCJAG00000015677,ENSMFAG00000038167
ENSCJAG00000086390,ENSMFAG00000051679
ENSCJAG00000082190,ENSMFAG00000012117
ENSCJAG00000004190,ENSMFAG00000034516
ENSCJAG00000013674,ENSMFAG00000030972
ENSCJAG00000011434,ENSMFAG00000031421
ENSCJAG00000012505,ENSMFAG00000034115
ENSCJAG00000013443,ENSMFAG00000035965
ENSCJAG00000011664,ENSMFAG00000046278
ENSCJAG00000002843,ENSMFAG00000036544
ENSCJAG00000077101,ENSMFAG00000057139
ENSCJAG00000076429,ENSMFAG00000011252
ENSCJAG00000076429,ENSMFAG00000048112
ENSCJAG00000082296,ENSMFAG00000043654
ENSCJAG00000082296,ENSMFAG00000026595
ENSCJAG00000002648,ENSMFAG00000030925
ENSCJAG00000072327,ENSMFAG00000058909
ENSCJAG00000072327,ENSMFAG00000055695
ENSCJAG00000072327,ENSMFAG00000048473
ENSCJAG00000072327,ENSMFAG00000050929
ENSCJAG00000013447,ENSMFAG00000032207
ENSCJAG00000022014,ENSMFAG00000064380
ENSCJAG00000018243,ENSMFAG00000040932
ENSCJAG00000019476,ENSMFAG00000001785
ENSCJAG00000006888,ENSMFAG00000000634
ENSCJAG00000066029,ENSMFAG00000040003
ENSCJAG00000004319,ENSMFAG00000030719
ENSCJAG00000055083,ENSMFAG00000042181
ENSCJAG00000048651,ENSMFAG00000005067
ENSCJAG00000020788,ENSMFAG00000038606
ENSCJAG00000042324,ENSMFAG00000023060
ENSCJAG00000028288,ENSMFAG00000034972
ENSCJAG00000077520,ENSMFAG00000019802
ENSCJAG00000000907,ENSMFAG00000041968
ENSCJAG00000005110,ENSMFAG00000031061
ENSCJAG00000082845,ENSMFAG00000056896
ENSCJAG00000014002,ENSMFAG00000026038
ENSCJAG00000011229,ENSMFAG00000032096
ENSCJAG00000047928,ENSMFAG00000037555
ENSCJAG00000020858,ENSMFAG00000042460
ENSCJAG00000011432,ENSMFAG00000059281
ENSCJAG00000028214,ENSMFAG00000014446
ENSCJAG00000013693,ENSMFAG00000045144
ENSCJAG00000013693,ENSMFAG00000035415
ENSCJAG00000070631,ENSMFAG00000017839
ENSCJAG00000011722,ENSMFAG00000035453
ENSCJAG00000002898,ENSMFAG00000053234
ENSCJAG00000012393,ENSMFAG00000043321
ENSCJAG00000013459,ENSMFAG00000037610
ENSCJAG00000014494,ENSMFAG00000001148
ENSCJAG00000021578,ENSMFAG00000036148
ENSCJAG00000053870,ENSMFAG00000062054
ENSCJAG00000006982,ENSMFAG00000032588
ENSCJAG00000047053,ENSMFAG00000053362
ENSCJAG00000001284,ENSMFAG00000040986
ENSCJAG00000043579,ENSMFAG00000044851
ENSCJAG00000013702,ENSMFAG00000043456
ENSCJAG00000022478,ENSMFAG00000008800
ENSCJAG00000076392,ENSMFAG00000011746
ENSCJAG00000036337,ENSMFAG00000011013
ENSCJAG00000015699,ENSMFAG00000002541
ENSCJAG00000006997,ENSMFAG00000042397
ENSCJAG00000002823,ENSMFAG00000035624
ENSCJAG00000006068,ENSMFAG00000003277
ENSCJAG00000041811,ENSMFAG00000038708
ENSCJAG00000011777,ENSMFAG00000035657
ENSCJAG00000011777,ENSMFAG00000003287
ENSCJAG00000018236,ENSMFAG00000033597
ENSCJAG00000028467,ENSMFAG00000013904
ENSCJAG00000086646,ENSMFAG00000060617
ENSCJAG00000013814,ENSMFAG00000002675
ENSCJAG00000013494,ENSMFAG00000045034
ENSCJAG00000004174,ENSMFAG00000034581
ENSCJAG00000080804,ENSMFAG00000052275
ENSCJAG00000080804,ENSMFAG00000055972
ENSCJAG00000080804,ENSMFAG00000048262
ENSCJAG00000080804,ENSMFAG00000058781
ENSCJAG00000080804,ENSMFAG00000049881
ENSCJAG00000080804,ENSMFAG00000064185
ENSCJAG00000080804,ENSMFAG00000055175
ENSCJAG00000080804,ENSMFAG00000054018
ENSCJAG00000080804,ENSMFAG00000061610
ENSCJAG00000020805,ENSMFAG00000042556
ENSCJAG00000013711,ENSMFAG00000034405
ENSCJAG00000082515,ENSMFAG00000011746
ENSCJAG00000011246,ENSMFAG00000000618
ENSCJAG00000002788,ENSMFAG00000042276
ENSCJAG00000001277,ENSMFAG00000041807
ENSCJAG00000058648,ENSMFAG00000050400
ENSCJAG00000011792,ENSMFAG00000003456
ENSCJAG00000011792,ENSMFAG00000037385
ENSCJAG00000069779,ENSMFAG00000019386
ENSCJAG00000005095,ENSMFAG00000029274
ENSCJAG00000061183,ENSMFAG00000039700
ENSCJAG00000014431,ENSMFAG00000002499
ENSCJAG00000002653,ENSMFAG00000036508
ENSCJAG00000052049,ENSMFAG00000030937
ENSCJAG00000043418,ENSMFAG00000049474
ENSCJAG00000078666,ENSMFAG00000006088
ENSCJAG00000004400,ENSMFAG00000003012
ENSCJAG00000028195,ENSMFAG00000023665
ENSCJAG00000021580,ENSMFAG00000056941
ENSCJAG00000012270,ENSMFAG00000035103
ENSCJAG00000047887,ENSMFAG00000032418
ENSCJAG00000017656,ENSMFAG00000038026
ENSCJAG00000011859,ENSMFAG00000043173
ENSCJAG00000011859,ENSMFAG00000017689
ENSCJAG00000071932,ENSMFAG00000031230
ENSCJAG00000077962,ENSMFAG00000048211
ENSCJAG00000013541,ENSMFAG00000041460
ENSCJAG00000001293,ENSMFAG00000042863
ENSCJAG00000018216,ENSMFAG00000032150
ENSCJAG00000020811,ENSMFAG00000002852
ENSCJAG00000002698,ENSMFAG00000033904
ENSCJAG00000037105,ENSMFAG00000005528
ENSCJAG00000046384,ENSMFAG00000040390
ENSCJAG00000014422,ENSMFAG00000043650
ENSCJAG00000042703,ENSMFAG00000033878
ENSCJAG00000011865,ENSMFAG00000041296
ENSCJAG00000045187,ENSMFAG00000019912
ENSCJAG00000086756,ENSMFAG00000043509
ENSCJAG00000013756,ENSMFAG00000032629
ENSCJAG00000007579,ENSMFAG00000040642
ENSCJAG00000072477,ENSMFAG00000010214
ENSCJAG00000080533,ENSMFAG00000063275
ENSCJAG00000080533,ENSMFAG00000047248
ENSCJAG00000080533,ENSMFAG00000050103
ENSCJAG00000013559,ENSMFAG00000041782
ENSCJAG00000002662,ENSMFAG00000046261
ENSCJAG00000071374,ENSMFAG00000049384
ENSCJAG00000037619,ENSMFAG00000031565
ENSCJAG00000042133,ENSMFAG00000051301
ENSCJAG00000007559,ENSMFAG00000040850
ENSCJAG00000041195,ENSMFAG00000045474
ENSCJAG00000004156,ENSMFAG00000034270
ENSCJAG00000011379,ENSMFAG00000004629
ENSCJAG00000048045,ENSMFAG00000000970
ENSCJAG00000014416,ENSMFAG00000044399
ENSCJAG00000048116,ENSMFAG00000018776
ENSCJAG00000047325,ENSMFAG00000038781
ENSCJAG00000013767,ENSMFAG00000039032
ENSCJAG00000046852,ENSMFAG00000036310
ENSCJAG00000071288,ENSMFAG00000061016
ENSCJAG00000033252,ENSMFAG00000034763
ENSCJAG00000084561,ENSMFAG00000054122
ENSCJAG00000084561,ENSMFAG00000061921
ENSCJAG00000084561,ENSMFAG00000056908
ENSCJAG00000084561,ENSMFAG00000048299
ENSCJAG00000084561,ENSMFAG00000049069
ENSCJAG00000084561,ENSMFAG00000053740
ENSCJAG00000084561,ENSMFAG00000063763
ENSCJAG00000084561,ENSMFAG00000052445
ENSCJAG00000084561,ENSMFAG00000049929
ENSCJAG00000004465,ENSMFAG00000040620
ENSCJAG00000078180,ENSMFAG00000008722
ENSCJAG00000078180,ENSMFAG00000008631
ENSCJAG00000081420,ENSMFAG00000004857
ENSCJAG00000080793,ENSMFAG00000038448
ENSCJAG00000013571,ENSMFAG00000043313
ENSCJAG00000002676,ENSMFAG00000036723
ENSCJAG00000079565,ENSMFAG00000052275
ENSCJAG00000079565,ENSMFAG00000055972
ENSCJAG00000079565,ENSMFAG00000048262
ENSCJAG00000079565,ENSMFAG00000058781
ENSCJAG00000079565,ENSMFAG00000049881
ENSCJAG00000079565,ENSMFAG00000064185
ENSCJAG00000079565,ENSMFAG00000055175
ENSCJAG00000079565,ENSMFAG00000054018
ENSCJAG00000079565,ENSMFAG00000061610
ENSCJAG00000021976,ENSMFAG00000016945
ENSCJAG00000071551,ENSMFAG00000048258
ENSCJAG00000071551,ENSMFAG00000052915
ENSCJAG00000071551,ENSMFAG00000063594
ENSCJAG00000011346,ENSMFAG00000036082
ENSCJAG00000075637,ENSMFAG00000003500
ENSCJAG00000007521,ENSMFAG00000040998
ENSCJAG00000016886,ENSMFAG00000001679
ENSCJAG00000004932,ENSMFAG00000002501
ENSCJAG00000071802,ENSMFAG00000006775
ENSCJAG00000014397,ENSMFAG00000041846
ENSCJAG00000059501,ENSMFAG00000048265
ENSCJAG00000059501,ENSMFAG00000058159
ENSCJAG00000061174,ENSMFAG00000032996
ENSCJAG00000020824,ENSMFAG00000029355
ENSCJAG00000020857,ENSMFAG00000038760
ENSCJAG00000040936,ENSMFAG00000059933
ENSCJAG00000019327,ENSMFAG00000038413
ENSCJAG00000021582,ENSMFAG00000046175
ENSCJAG00000042253,ENSMFAG00000054453
ENSCJAG00000071834,ENSMFAG00000041856
ENSCJAG00000071834,ENSMFAG00000054002
ENSCJAG00000071834,ENSMFAG00000037633
ENSCJAG00000061247,ENSMFAG00000014343
ENSCJAG00000006065,ENSMFAG00000041468
ENSCJAG00000002752,ENSMFAG00000037093
ENSCJAG00000076389,ENSMFAG00000006935
ENSCJAG00000076389,ENSMFAG00000017420
ENSCJAG00000076389,ENSMFAG00000006157
ENSCJAG00000077223,ENSMFAG00000051969
ENSCJAG00000013786,ENSMFAG00000002558
ENSCJAG00000013786,ENSMFAG00000056494
ENSCJAG00000076919,ENSMFAG00000048186
ENSCJAG00000017644,ENSMFAG00000003034
ENSCJAG00000019311,ENSMFAG00000043585
ENSCJAG00000020829,ENSMFAG00000034139
ENSCJAG00000043388,ENSMFAG00000002083
ENSCJAG00000002757,ENSMFAG00000001728
ENSCJAG00000073059,ENSMFAG00000042526
ENSCJAG00000073059,ENSMFAG00000053543
ENSCJAG00000045484,ENSMFAG00000061283
ENSCJAG00000063692,ENSMFAG00000003689
ENSCJAG00000014384,ENSMFAG00000061139
ENSCJAG00000071775,ENSMFAG00000052275
ENSCJAG00000071775,ENSMFAG00000055972
ENSCJAG00000071775,ENSMFAG00000048262
ENSCJAG00000071775,ENSMFAG00000058781
ENSCJAG00000071775,ENSMFAG00000049881
ENSCJAG00000071775,ENSMFAG00000064185
ENSCJAG00000071775,ENSMFAG00000055175
ENSCJAG00000071775,ENSMFAG00000054018
ENSCJAG00000071775,ENSMFAG00000061610
ENSCJAG00000082142,ENSMFAG00000059980
ENSCJAG00000082142,ENSMFAG00000063652
ENSCJAG00000007516,ENSMFAG00000033633
ENSCJAG00000004799,ENSMFAG00000001213
ENSCJAG00000011311,ENSMFAG00000001400
ENSCJAG00000001307,ENSMFAG00000002968
ENSCJAG00000061912,ENSMFAG00000053244
ENSCJAG00000020848,ENSMFAG00000002140
ENSCJAG00000080023,ENSMFAG00000025264
ENSCJAG00000004496,ENSMFAG00000030964
ENSCJAG00000044900,ENSMFAG00000007656
ENSCJAG00000040537,ENSMFAG00000017839
ENSCJAG00000051686,ENSMFAG00000034489
ENSCJAG00000020843,ENSMFAG00000035222
ENSCJAG00000016877,ENSMFAG00000042243
ENSCJAG00000061400,ENSMFAG00000057515
ENSCJAG00000034204,ENSMFAG00000005820
ENSCJAG00000002773,ENSMFAG00000043807
ENSCJAG00000044836,ENSMFAG00000065310
ENSCJAG00000071937,ENSMFAG00000052737
ENSCJAG00000082710,ENSMFAG00000052275
ENSCJAG00000082710,ENSMFAG00000055972
ENSCJAG00000082710,ENSMFAG00000048262
ENSCJAG00000082710,ENSMFAG00000058781
ENSCJAG00000082710,ENSMFAG00000049881
ENSCJAG00000082710,ENSMFAG00000064185
ENSCJAG00000082710,ENSMFAG00000055175
ENSCJAG00000082710,ENSMFAG00000054018
ENSCJAG00000082710,ENSMFAG00000061610
ENSCJAG00000007183,ENSMFAG00000036115
ENSCJAG00000072919,ENSMFAG00000059339
ENSCJAG00000078889,ENSMFAG00000048939
ENSCJAG00000078889,ENSMFAG00000050082
ENSCJAG00000078889,ENSMFAG00000048013
ENSCJAG00000078889,ENSMFAG00000058643
ENSCJAG00000002647,ENSMFAG00000039665
ENSCJAG00000005577,ENSMFAG00000038385
ENSCJAG00000011908,ENSMFAG00000034342
ENSCJAG00000013816,ENSMFAG00000042850
ENSCJAG00000020844,ENSMFAG00000040519
ENSCJAG00000083138,ENSMFAG00000057769
ENSCJAG00000037189,ENSMFAG00000024315
ENSCJAG00000000733,ENSMFAG00000042408
ENSCJAG00000011314,ENSMFAG00000042433
ENSCJAG00000061117,ENSMFAG00000048274
ENSCJAG00000061117,ENSMFAG00000062141
ENSCJAG00000061117,ENSMFAG00000062508
ENSCJAG00000061117,ENSMFAG00000058177
ENSCJAG00000061117,ENSMFAG00000061038
ENSCJAG00000061117,ENSMFAG00000065247
ENSCJAG00000061117,ENSMFAG00000050965
ENSCJAG00000061117,ENSMFAG00000002017
ENSCJAG00000061117,ENSMFAG00000058452
ENSCJAG00000062415,ENSMFAG00000034513
ENSCJAG00000018201,ENSMFAG00000046218
ENSCJAG00000076292,ENSMFAG00000063736
ENSCJAG00000076292,ENSMFAG00000050939
ENSCJAG00000058074,ENSMFAG00000063390
ENSCJAG00000058074,ENSMFAG00000054362
ENSCJAG00000058074,ENSMFAG00000031751
ENSCJAG00000004505,ENSMFAG00000042284
ENSCJAG00000021584,ENSMFAG00000050200
ENSCJAG00000079498,ENSMFAG00000045377
ENSCJAG00000072958,ENSMFAG00000011804
ENSCJAG00000072225,ENSMFAG00000057657
ENSCJAG00000072225,ENSMFAG00000047795
ENSCJAG00000021585,ENSMFAG00000044482
ENSCJAG00000082603,ENSMFAG00000052275
ENSCJAG00000082603,ENSMFAG00000055972
ENSCJAG00000082603,ENSMFAG00000048262
ENSCJAG00000082603,ENSMFAG00000058781
ENSCJAG00000082603,ENSMFAG00000049881
ENSCJAG00000082603,ENSMFAG00000064185
ENSCJAG00000082603,ENSMFAG00000055175
ENSCJAG00000082603,ENSMFAG00000054018
ENSCJAG00000082603,ENSMFAG00000061610
ENSCJAG00000077332,ENSMFAG00000057215
ENSCJAG00000017594,ENSMFAG00000040540
ENSCJAG00000082568,ENSMFAG00000040051
ENSCJAG00000086077,ENSMFAG00000052275
ENSCJAG00000086077,ENSMFAG00000055972
ENSCJAG00000086077,ENSMFAG00000048262
ENSCJAG00000086077,ENSMFAG00000058781
ENSCJAG00000086077,ENSMFAG00000049881
ENSCJAG00000086077,ENSMFAG00000064185
ENSCJAG00000086077,ENSMFAG00000055175
ENSCJAG00000086077,ENSMFAG00000054018
ENSCJAG00000086077,ENSMFAG00000061610
ENSCJAG00000016848,ENSMFAG00000035669
ENSCJAG00000054201,ENSMFAG00000041996
ENSCJAG00000054223,ENSMFAG00000006195
ENSCJAG00000038767,ENSMFAG00000006541
ENSCJAG00000020838,ENSMFAG00000032259
ENSCJAG00000002791,ENSMFAG00000039059
ENSCJAG00000014341,ENSMFAG00000038556
ENSCJAG00000058618,ENSMFAG00000013563
ENSCJAG00000055490,ENSMFAG00000052661
ENSCJAG00000071646,ENSMFAG00000063390
ENSCJAG00000071646,ENSMFAG00000054362
ENSCJAG00000071646,ENSMFAG00000031751
ENSCJAG00000081975,ENSMFAG00000060880
ENSCJAG00000000712,ENSMFAG00000012865
ENSCJAG00000029980,ENSMFAG00000006271
ENSCJAG00000070243,ENSMFAG00000004430
ENSCJAG00000025121,ENSMFAG00000004247
ENSCJAG00000007173,ENSMFAG00000003216
ENSCJAG00000011341,ENSMFAG00000003883
ENSCJAG00000077448,ENSMFAG00000038428
ENSCJAG00000012794,ENSMFAG00000002149
ENSCJAG00000015607,ENSMFAG00000031099
ENSCJAG00000015607,ENSMFAG00000032657
ENSCJAG00000013948,ENSMFAG00000051238
ENSCJAG00000045767,ENSMFAG00000002157
ENSCJAG00000002604,ENSMFAG00000001032
ENSCJAG00000042100,ENSMFAG00000060484
ENSCJAG00000002323,ENSMFAG00000036050
ENSCJAG00000001034,ENSMFAG00000039822
ENSCJAG00000072875,ENSMFAG00000041475
ENSCJAG00000042041,ENSMFAG00000048744
ENSCJAG00000020846,ENSMFAG00000042138
ENSCJAG00000041540,ENSMFAG00000057818
ENSCJAG00000018194,ENSMFAG00000007057
ENSCJAG00000005682,ENSMFAG00000001629
ENSCJAG00000025497,ENSMFAG00000014654
ENSCJAG00000080392,ENSMFAG00000038093
ENSCJAG00000071289,ENSMFAG00000011195
ENSCJAG00000004540,ENSMFAG00000031741
ENSCJAG00000021588,ENSMFAG00000011842
ENSCJAG00000013953,ENSMFAG00000031690
ENSCJAG00000042294,ENSMFAG00000049789
ENSCJAG00000002819,ENSMFAG00000045730
ENSCJAG00000048198,ENSMFAG00000030901
ENSCJAG00000014005,ENSMFAG00000044478
ENSCJAG00000020822,ENSMFAG00000025726
ENSCJAG00000074097,ENSMFAG00000032810
ENSCJAG00000078140,ENSMFAG00000005067
ENSCJAG00000012806,ENSMFAG00000034812
ENSCJAG00000011347,ENSMFAG00000044267
ENSCJAG00000006031,ENSMFAG00000031856
ENSCJAG00000018159,ENSMFAG00000038569
ENSCJAG00000000697,ENSMFAG00000033001
ENSCJAG00000057332,ENSMFAG00000064941
ENSCJAG00000013977,ENSMFAG00000036521
ENSCJAG00000055912,ENSMFAG00000047389
ENSCJAG00000055912,ENSMFAG00000062453
ENSCJAG00000012808,ENSMFAG00000065664
ENSCJAG00000008043,ENSMFAG00000058165
ENSCJAG00000011685,ENSMFAG00000032076
ENSCJAG00000078884,ENSMFAG00000061186
ENSCJAG00000039482,ENSMFAG00000038789
ENSCJAG00000013979,ENSMFAG00000032897
ENSCJAG00000048649,ENSMFAG00000058138
ENSCJAG00000048649,ENSMFAG00000065332
ENSCJAG00000018123,ENSMFAG00000035839
ENSCJAG00000077641,ENSMFAG00000063062
ENSCJAG00000017557,ENSMFAG00000025611
ENSCJAG00000022058,ENSMFAG00000058702
ENSCJAG00000002820,ENSMFAG00000041467
ENSCJAG00000075413,ENSMFAG00000051974
ENSCJAG00000082098,ENSMFAG00000006174
ENSCJAG00000013580,ENSMFAG00000044460
ENSCJAG00000044708,ENSMFAG00000039869
ENSCJAG00000072223,ENSMFAG00000056689
ENSCJAG00000072223,ENSMFAG00000064129
ENSCJAG00000004551,ENSMFAG00000034568
ENSCJAG00000084681,ENSMFAG00000051852
ENSCJAG00000084681,ENSMFAG00000002225
ENSCJAG00000059393,ENSMFAG00000012798
ENSCJAG00000080887,ENSMFAG00000001016
ENSCJAG00000067898,ENSMFAG00000052275
ENSCJAG00000067898,ENSMFAG00000055972
ENSCJAG00000067898,ENSMFAG00000048262
ENSCJAG00000067898,ENSMFAG00000058781
ENSCJAG00000067898,ENSMFAG00000049881
ENSCJAG00000067898,ENSMFAG00000064185
ENSCJAG00000067898,ENSMFAG00000055175
ENSCJAG00000067898,ENSMFAG00000054018
ENSCJAG00000067898,ENSMFAG00000061610
ENSCJAG00000079913,ENSMFAG00000032338
ENSCJAG00000073876,ENSMFAG00000052275
ENSCJAG00000073876,ENSMFAG00000055972
ENSCJAG00000073876,ENSMFAG00000048262
ENSCJAG00000073876,ENSMFAG00000058781
ENSCJAG00000073876,ENSMFAG00000049881
ENSCJAG00000073876,ENSMFAG00000064185
ENSCJAG00000073876,ENSMFAG00000055175
ENSCJAG00000073876,ENSMFAG00000054018
ENSCJAG00000073876,ENSMFAG00000061610
ENSCJAG00000014308,ENSMFAG00000039316
ENSCJAG00000071821,ENSMFAG00000014343
ENSCJAG00000059826,ENSMFAG00000053075
ENSCJAG00000081949,ENSMFAG00000063081
ENSCJAG00000081949,ENSMFAG00000052761
ENSCJAG00000081949,ENSMFAG00000063759
ENSCJAG00000076959,ENSMFAG00000052275
ENSCJAG00000076959,ENSMFAG00000055972
ENSCJAG00000076959,ENSMFAG00000048262
ENSCJAG00000076959,ENSMFAG00000058781
ENSCJAG00000076959,ENSMFAG00000049881
ENSCJAG00000076959,ENSMFAG00000064185
ENSCJAG00000076959,ENSMFAG00000055175
ENSCJAG00000076959,ENSMFAG00000054018
ENSCJAG00000076959,ENSMFAG00000061610
ENSCJAG00000077193,ENSMFAG00000031725
ENSCJAG00000020847,ENSMFAG00000012722
ENSCJAG00000039800,ENSMFAG00000039068
ENSCJAG00000005725,ENSMFAG00000039201
ENSCJAG00000036809,ENSMFAG00000062094
ENSCJAG00000021594,ENSMFAG00000039449
ENSCJAG00000013995,ENSMFAG00000037545
ENSCJAG00000080951,ENSMFAG00000047273
ENSCJAG00000029015,ENSMFAG00000015254
ENSCJAG00000046744,ENSMFAG00000040040
ENSCJAG00000029684,ENSMFAG00000023568
ENSCJAG00000018104,ENSMFAG00000001187
ENSCJAG00000006886,ENSMFAG00000035375
ENSCJAG00000051381,ENSMFAG00000023687
ENSCJAG00000004558,ENSMFAG00000003322
ENSCJAG00000069291,ENSMFAG00000038982
ENSCJAG00000072174,ENSMFAG00000052129
ENSCJAG00000070847,ENSMFAG00000041427
ENSCJAG00000082423,ENSMFAG00000026752
ENSCJAG00000007980,ENSMFAG00000034546
ENSCJAG00000000676,ENSMFAG00000001311
ENSCJAG00000000676,ENSMFAG00000032358
ENSCJAG00000021595,ENSMFAG00000040756
ENSCJAG00000036139,ENSMFAG00000046189
ENSCJAG00000077002,ENSMFAG00000026752
ENSCJAG00000016833,ENSMFAG00000036960
ENSCJAG00000017551,ENSMFAG00000032197
ENSCJAG00000012166,ENSMFAG00000036973
ENSCJAG00000046570,ENSMFAG00000041831
ENSCJAG00000006425,ENSMFAG00000038236
ENSCJAG00000037422,ENSMFAG00000042493
ENSCJAG00000081692,ENSMFAG00000031346
ENSCJAG00000084194,ENSMFAG00000055499
ENSCJAG00000034378,ENSMFAG00000008114
ENSCJAG00000017549,ENSMFAG00000032425
ENSCJAG00000034953,ENSMFAG00000005542
ENSCJAG00000004568,ENSMFAG00000046205
ENSCJAG00000012841,ENSMFAG00000039542
ENSCJAG00000014018,ENSMFAG00000045450
ENSCJAG00000018568,ENSMFAG00000003728
ENSCJAG00000005062,ENSMFAG00000030239
ENSCJAG00000005062,ENSMFAG00000037304
ENSCJAG00000002834,ENSMFAG00000001539
ENSCJAG00000044366,ENSMFAG00000061419
ENSCJAG00000011748,ENSMFAG00000038845
ENSCJAG00000072988,ENSMFAG00000052275
ENSCJAG00000072988,ENSMFAG00000055972
ENSCJAG00000072988,ENSMFAG00000048262
ENSCJAG00000072988,ENSMFAG00000058781
ENSCJAG00000072988,ENSMFAG00000049881
ENSCJAG00000072988,ENSMFAG00000064185
ENSCJAG00000072988,ENSMFAG00000055175
ENSCJAG00000072988,ENSMFAG00000054018
ENSCJAG00000072988,ENSMFAG00000061610
ENSCJAG00000005995,ENSMFAG00000030695
ENSCJAG00000021596,ENSMFAG00000030523
ENSCJAG00000046278,ENSMFAG00000052498
ENSCJAG00000080089,ENSMFAG00000005051
ENSCJAG00000020853,ENSMFAG00000039007
ENSCJAG00000017548,ENSMFAG00000059404
ENSCJAG00000039485,ENSMFAG00000036661
ENSCJAG00000044784,ENSMFAG00000033857
ENSCJAG00000002493,ENSMFAG00000041119
ENSCJAG00000047684,ENSMFAG00000032998
ENSCJAG00000000992,ENSMFAG00000036833
ENSCJAG00000011392,ENSMFAG00000021148
ENSCJAG00000007856,ENSMFAG00000032017
ENSCJAG00000001053,ENSMFAG00000033256
ENSCJAG00000042244,ENSMFAG00000027395
ENSCJAG00000002869,ENSMFAG00000043364
ENSCJAG00000075831,ENSMFAG00000032491
ENSCJAG00000086840,ENSMFAG00000048186
ENSCJAG00000014066,ENSMFAG00000044046
ENSCJAG00000085161,ENSMFAG00000033103
ENSCJAG00000014047,ENSMFAG00000002861
ENSCJAG00000081174,ENSMFAG00000047550
ENSCJAG00000009821,ENSMFAG00000039636
ENSCJAG00000085976,ENSMFAG00000065793
ENSCJAG00000012136,ENSMFAG00000037037
ENSCJAG00000004661,ENSMFAG00000040280
ENSCJAG00000012056,ENSMFAG00000031849
ENSCJAG00000048699,ENSMFAG00000032318
ENSCJAG00000048699,ENSMFAG00000000230
ENSCJAG00000048699,ENSMFAG00000062369
ENSCJAG00000043062,ENSMFAG00000024472
ENSCJAG00000021597,ENSMFAG00000040167
ENSCJAG00000017416,ENSMFAG00000042276
ENSCJAG00000071687,ENSMFAG00000052275
ENSCJAG00000071687,ENSMFAG00000055972
ENSCJAG00000071687,ENSMFAG00000048262
ENSCJAG00000071687,ENSMFAG00000058781
